c3230836350	如果你们因为异地恋就轻易分手了，千万不要把罪过怪在距离上
c3230836350	当你知道了许多真实、虚假的东西，就没有那么多酸情了。你越来越沉默，越来越不想说。 
c3230836350	【自主品牌路在何方 比亚迪将推出多款自主车型】2013年比亚迪将推出思锐、秦、M6、S7以及F0自动挡版5款主要车型，售价约5万元起。比亚迪推出的新车很多，从它推出产品的特点来看，主要是通过更加丰富的配置和更先进的动力总成来吸引消费者。在质量饱受诟病的同时，它也圆了很多国人的
c3230836350	有一种爱就做放弃、有一种爱就做执着、有一种爱叫做祝福、有一种爱叫做祈求、有一种爱叫做无私、有一种爱叫做奢望、还有一种爱叫做真诚、执着是一种美好、坚持是一种忠诚、美好不一定快乐、忠诚不一定幸福、爱由一个微笑开始、然后用一个吻来成长、最后再用一滴泪去结束、或者、用幸福去终止。
c3230836350	【奇妙的“火山”旅馆】智利南部一个生物保护区里有座包含12个客房的小旅馆， 外形像火山，材料是掏空的树干。每天火山顶端都会源源不断地喷出清水，像瀑布一样流淌在旅馆四周，一派天然景象。想要体验天然的客人必须通过一座悬空的索桥才能进入旅馆内部
c3230836350	口技男与小提琴和钢琴演奏完美旋律
c3230836350	【路虎发现将衍变为车型品牌 2015年扩展】路虎发现未来将会被打造成一个汽车系列品牌，包括多款车型。捷豹路虎营销负责人Phil Popham指出，“不久，路虎‘发现’系列将会演变成一个大家族。”发现将于2015年开始扩张。发现的多款原型车目前已经进入前期测试阶段。
c3230836350	【怪兽吃了我的生日蛋糕 Monsters Ate My Birthday Cake】玩家在游戏中扮演一位叫Niko的小男孩，他为了夺回被邪恶小怪物抢走的生日蛋糕，踏上了一条和萌萌敌人斗智斗勇的冒险之旅，当然也有善良的小怪物给予 Niko 帮助。
c3230836350	【我查查购物车】爱超市购物,爱做预算,不爱价格欺诈，爱精打细算,爱每月理财,但不爱满天飞的购物小票。 爱环保,爱节约，明白消费,轻松生活。
c3230836350	【吉利首款SUV GX7亮相北京车展 全阵容共27款整车】正式揭开帷幕的北京车展无疑又是一次国内外车企大比拼，代表2012我国汽车产业和市场的竞争走向，其中自主品牌的表现颇受关注。这一次吉利带来了首款SUV全球鹰GX7，这也是该车在2010年北京车展上以概念车亮相之后首次以量
c3230836350	再好的过去，回忆的次数多了味道也就淡了。——《致青春》
c3230836350	【丰田换代皇冠宣传图曝光】外观方面，其相比上代前脸有较大改动，全新的格栅设计与下进气口巧妙融合，并运用镀铬的边框设计，同时灯组内加入时下流行的LED日间行车灯设计。尾部新皇冠仅仅对尾灯部分进行了调整。
c3230836350	【史泰龙《赤警威龙》打分】史泰龙动作片《赤警威龙》正在热映。在片中，他扮演的江湖老油条和初出茅庐的愣头青警探联手对抗无良开发商。史泰龙堪称“劳模”，已经67岁还在摸爬滚打。
c3230836350	大胆蠢贼讨价还价 要求受害者作其女友 脑残的人何其多啊！ 
c3230836350	【胡萝卜】含有丰富的果胶物质，可与汞结合，使人体里的有害成分得以排出，肌肤看起来更加细腻红润。它含β胡萝卜素，可以抗氧化和美白肌肤，预防黑色素的沉淀，并可以清除肌肤的多余角质。它也含有抗氧化不能少的维生素E。
c3230836350	射手座是大孩子，天真与善良，遇到爱情时，可能让人感觉不认真，付出的比谁都少。可是，知道吗？射手座很想爱，也很怕爱！刚开始他们只是慢慢的付出，好怕自己会受伤。可是在一天一天的相处下，射手把带刺的防备丢掉，开始不顾一切的去爱他们所爱的人。
c3230836350	【龙之牙：龙者多兰与时之迷宫】开发商将游戏原本的横屏显示改为竖屏，取消了虚拟摇杆操作方式，改为点击移动，属性系统则全盘保留,这些改动可以说是非同小可，比如为了适应竖屏操作，游戏的地图系统、UI、战斗系统全部都要随即作出调整，几乎是将已经快成型的游戏推翻重来一遍。
c3230836350	“如果你想保持飞翔，最好不要低头看，放下负担，全速前进 &quot;If you want to keep flying, it is best not to look down, put down the burden, full speed ahead.
c3230836350	【可合法上路的F1 法拉利新旗舰F80效果图】独立设计师Adriano Raeli发布了一组法拉利下一代旗舰的效果图，并将其命名为F80。该车的设计相当梦幻，车身呈“X”型，造型无比流畅，宛如一艘来自外太空的飞船。虽然设计前卫，但该车还是保留了一些法拉利元素，如座舱的设计上就
c3230836350	【Bond Osaka改装奔驰W222 S550L】Bond Osaka为这部W222 S550L装上刚推出不久的Brabus空力套件，包含碳纤维前下巴、叶子板饰盖、侧裙组、后行李箱鸭尾翼与后下扰流板等部品，同时将窗框、水箱护罩、门把与车尾等处的镀铬配件施以消光黑处理，轮圈则
c3230836350	【《狂刃》海报首曝光】游戏厂商都爱说自家游戏“有创新”，但最后通常都是伤透了玩家的心。以下四项格斗网游坑爹包装手法，小编表示，都被坑过……你呢？
c3230836350	在你遭受厄运打击、最需要帮助的时候，更应该表现出“最后的胜利一定是我的”。你必须展现出足够的实力和不屈不挠的精神，才不至于让可能的盟友认为帮助你是白忙一场。
c3230836350	【大话西游2：玩家无名原创视频】无名欢迎你 
c3230836350	【你想不到的好“玩具”】1、冰块放温水里，观察融化。做冰块前滴点各色墨水，融化时还能看到墨水化开，变幻飘浮。2、废纸团成大球，玩射门。3、几个灌入豆或米的塑料瓶，再加个皮球就成保龄球玩具了。4、杂志广告图剪成4-8块自制拼图...
c3230836350	惊悚——杀人、绑架、暴尸重口味轮番上演：《夜幕惊魂》重口味袭来 吴佩慈身陷连环杀人案。由丁小洋执导，吴佩慈、张翰等联袂主演的该片即将在全国公映。该片围绕几位怪咖向吴佩慈饰演的民国大明星求爱展开，杀人、绑架、暴尸等重口味惊悚情节混搭搞笑元素，势必将开创惊悚喜剧新纪元。
c3230836350	【给宝宝洗头的步骤】1.抱着宝宝让其仰躺在浴网上，用右手撩水给孩子洗头。 2.用少量质地温和的洗发用品，轻揉宝宝头发，揉出泡沫即可冲洗干净。同时用手的拇指和中指从宝宝的脑后压住两耳，防止耳朵进水。3.洗头时放宝宝喜欢的音乐，分散注意力，使宝宝更加高兴地配合你的工作。
c3230836350	【腿抽筋就是缺钙吗】腿抽筋是一种肌肉自发的强直性收缩。许多人误认为“腿抽筋就是缺钙”。其实，引起腿抽筋的原因有很多。中老年人易患的下肢动脉粥样硬化闭塞症也会导致腿部抽筋症状的发生，而这种疾病若持续补钙，反而危害更大。
c3230836350	聪明的人只要能掌握自己，便什么也不会失去。
c3230836350	你若活在别人的眼里，就会迷失在自己的心路上 。
c3230836350	人是可以快乐地生活的，只是我们自己却是去选择了复杂，选择了叹息！
c3230836350	【诺基亚收盘重挫逾11%：第一季功能手机销量下滑】诺基亚股价周四收盘大幅下跌逾11%，主要由于据该公司此前发布的财报显示，第一季度诺基亚功能手机销售量下降。诺基亚CEO史蒂夫·埃洛普(Stephen Elop)对此表示，该公司将在两个月内推出新款Lumia智能手机，因此有理由
c3230836350	《平行王国(Parallel Kingdom AOT)》在这里，你将会使用你的实际位置周边情况，你还能够和那个平行世界中的其他人进行互动、冒险！所以，你看到了，这款游戏已经不是简简单单的游戏了，它已经和你的生活结合在一起了……下载地址：
c3230836350	恶作剧惹的祸 激动哥“无影掌”掀翻同学 
